
PRE2005__RADIATIVE FORCINGS____________________________
CONTENT:           ANNUAL AVERAGE, GLOBAL MEAN RADIATIVE FORCING.
RUN:               20THCENTURY/PRE2005 RUN, FINAL RELEASE, 26 Nov. 2009
PRE2005 CONTACT:   RCP CONCENTRATION CALCULATION AND DATA GROUP.
DATE:              26/11/2009 11:29:06 (updated description, 30 May 2010). 
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al. 
DOCUMENTATION:     M. Meinshausen, S. Smith et al. (2011) "The RCP GHG concentrations and their extension from 1765 to 2300", DOI 10.1007/s10584-011-0156-z, Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps.
NOTE:              THIS FORCING DATASET IS NOT CMIP5 RECOMMENDATION, AS CONCENTRATIONS, NOT FORCING, SHALL BE PRESCRIBED IN MAIN CMIP5 RUNS.
                   Radiative Forcing after strat. temp. adjustment.; 
                   PRE2005 ends in year 2005

COLUMN_DESCRIPTION________________________________________
1       TOTAL_INCLVOLCANIC_RF   Total anthropogenic and natural radiative forcing
2       VOLCANIC_ANNUAL_RF      Annual mean volcanic stratospheric aerosol forcing
3       SOLAR_RF                Solar irradience forcing
4       TOTAL_ANTHRO_RF         Total anthropogenic forcing
5       GHG_RF                  Total greenhouse gas forcing (CO2, CH4, N2O, HFCs, PFCs, SF6, and Montreal Protocol gases).
6       KYOTOGHG_RF             Total forcing from greenhouse gases controlled under the Kyoto Protocol (CO2, CH4, N2O, HFCs, PFCs, SF6).
7       CO2CH4N2O_RF            Total forcing from CO2, methan and nitrous oxide.
8       CO2_RF                  CO2 Forcing
9       CH4_RF                  Methane Forcing
10      N2O_RF                  Nitrous Oxide Forcing
11      FGASSUM_RF              Total forcing from all flourinated gases controlled under the Kyoto Protocol (HFCs, PFCs, SF6; i.e. columns 13-24)
12      MHALOSUM_RF             Total forcing from all gases controlled under the Montreal Protocol (columns 25-40)
13-24                           Flourinated gases controlled under the Kyoto Protocol
25-40                           Ozone Depleting Substances controlled under the Montreal Protocol
41      TOTAER_DIR_RF           Total direct aerosol forcing (aggregating columns 42 to 47)
42      OCI_RF                  Direct fossil fuel aerosol (organic carbon)
43      BCI_RF                  Direct fossil fuel aerosol (black carbon)
44      SOXI_RF                 Direct sulphate aerosol
45      NOXI_RF                 Direct nitrate aerosol
46      BIOMASSAER_RF           Direct biomass burning related aerosol
47      MINERALDUST_RF          Direct Forcing from mineral dust aerosol
48      CLOUD_TOT_RF            Cloud albedo effect
49      STRATOZ_RF              Stratospheric ozone forcing
50      TROPOZ_RF               Tropospheric ozone forcing
51      CH4OXSTRATH2O_RF        Stratospheric water-vapour from methane oxidisation
52      LANDUSE_RF              Landuse albedo
53      BCSNOW_RF               Black carbon on snow.



 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          53,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2005,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          61,
 THISFILE_UNITS          =  SEE ROW 59,
 THISFILE_DATTYPE        =  RCPDAT
 /

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37                  38                  39                  40                  41                  42                  43                  44                  45                  46                  47                  48                  49                  50                  51                  52                  53                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
      1818     -0.26564772E+00     -0.36255578E+00     -0.40792500E-01      0.13770056E+00      0.16928841E+00      0.16928841E+00      0.16928841E+00      0.13571684E+00      0.28062026E-01      0.55095450E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.13246262E-01     -0.37086846E-03      0.13346347E-02     -0.12781895E-02     -0.17080949E-03     -0.23448535E-02     -0.10416176E-01     -0.45061591E-01      0.00000000E+00      0.36499663E-01      0.47635136E-02     -0.20832351E-01      0.62891800E-02
      1819      0.18534697E+00      0.92444219E-01     -0.46659375E-01      0.13956212E+00      0.17066908E+00      0.17066908E+00      0.17066908E+00      0.13643515E+00      0.28612100E-01      0.56218274E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.13266616E-01     -0.37086846E-03      0.13346347E-02     -0.12916139E-02     -0.17388454E-03     -0.22894114E-02     -0.10475472E-01     -0.45301498E-01      0.00000000E+00      0.37234821E-01      0.48569463E-02     -0.20950945E-01      0.63203367E-02
      1820      0.31186677E+00      0.22369422E+00     -0.53147500E-01      0.14132005E+00      0.17192639E+00      0.17192639E+00      0.17192639E+00      0.13702906E+00      0.29160764E-01      0.57365707E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.13284068E-01     -0.37086846E-03      0.13346347E-02     -0.13051641E-02     -0.17702198E-03     -0.22340993E-02     -0.10531549E-01     -0.45530541E-01      0.00000000E+00      0.37971623E-01      0.49501416E-02     -0.21063098E-01      0.63496008E-02
      1821      0.31898449E+00      0.23244422E+00     -0.56437500E-01      0.14297777E+00      0.17306437E+00      0.17306437E+00      0.17306437E+00      0.13750239E+00      0.29708139E-01      0.58538447E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.13298768E-01     -0.37086846E-03      0.13346347E-02     -0.13188376E-02     -0.18022378E-03     -0.21789589E-02     -0.10584514E-01     -0.45749146E-01      0.00000000E+00      0.38710188E-01      0.50431202E-02     -0.21169029E-01      0.63770329E-02
      1822      0.32152238E+00      0.23244422E+00     -0.55076875E-01      0.14415504E+00      0.17412500E+00      0.17412500E+00      0.17412500E+00      0.13789659E+00      0.30254640E-01      0.59737703E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.13582604E-01     -0.38772611E-03      0.13952999E-02     -0.13581501E-02     -0.18394441E-03     -0.24136056E-02     -0.10634477E-01     -0.46128419E-01      0.00000000E+00      0.39450748E-01      0.51359526E-02     -0.21268955E-01      0.64233186E-02
      1823      0.32554213E+00      0.23244422E+00     -0.51795625E-01      0.14489353E+00      0.17514757E+00      0.17514757E+00      0.17514757E+00      0.13825059E+00      0.30800560E-01      0.60964274E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.14133226E-01     -0.42144143E-03      0.15166303E-02     -0.14235047E-02     -0.18819682E-03     -0.29351658E-02     -0.10681547E-01     -0.46668417E-01      0.00000000E+00      0.40193491E-01      0.52286884E-02     -0.21363095E-01      0.64885186E-02
      1824      0.33373696E+00      0.23244422E+00     -0.44773750E-01      0.14606649E+00      0.17616243E+00      0.17616243E+00      0.17616243E+00      0.13859452E+00      0.31346071E-01      0.62218358E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.14407238E-01     -0.43829908E-03      0.15772955E-02     -0.14638727E-02     -0.19207875E-03     -0.31644503E-02     -0.10725833E-01     -0.47028401E-01      0.00000000E+00      0.40938563E-01      0.53213568E-02     -0.21451666E-01      0.65314424E-02
      1825      0.34767769E+00      0.23244422E+00     -0.32042500E-01      0.14727597E+00      0.17719233E+00      0.17719233E+00      0.17719233E+00      0.13895098E+00      0.31891344E-01      0.63500071E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.14675123E-01     -0.45515674E-03      0.16379607E-02     -0.15049978E-02     -0.19605128E-03     -0.33894349E-02     -0.10767443E-01     -0.47379222E-01      0.00000000E+00      0.41686110E-01      0.54139871E-02     -0.21534887E-01      0.65727760E-02
      1826      0.36602933E+00      0.23244422E+00     -0.14936250E-01      0.14852136E+00      0.17824005E+00      0.17824005E+00      0.17824005E+00      0.13932247E+00      0.32436553E-01      0.64810295E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.14939523E-01     -0.47201440E-03      0.16986259E-02     -0.15464726E-02     -0.20010602E-03     -0.36130678E-02     -0.10806488E-01     -0.47721660E-01      0.00000000E+00      0.42436280E-01      0.55066085E-02     -0.21612975E-01      0.66125798E-02
      1827      0.38537657E+00      0.23244422E+00      0.31368750E-02      0.14979547E+00      0.17929589E+00      0.17929589E+00      0.17929589E+00      0.13969896E+00      0.32981868E-01      0.66150545E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.15197844E-01     -0.48887205E-03      0.17592911E-02     -0.15887388E-02     -0.20425781E-03     -0.38321917E-02     -0.10843075E-01     -0.48055809E-01      0.00000000E+00      0.43189226E-01      0.55992502E-02     -0.21686150E-01      0.66509142E-02
      1828      0.39560049E+00      0.22806922E+00      0.16441250E-01      0.15109002E+00      0.18035504E+00      0.18035504E+00      0.18035504E+00      0.14007543E+00      0.33527461E-01      0.67521517E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.15452850E-01     -0.50572971E-03      0.18199564E-02     -0.16313694E-02     -0.20849780E-03     -0.40498955E-02     -0.10877314E-01     -0.48382420E-01      0.00000000E+00      0.43945100E-01      0.56919411E-02     -0.21754628E-01      0.66878398E-02
      1829      0.36951757E+00      0.19306922E+00      0.23629375E-01      0.15281897E+00      0.18141768E+00      0.18141768E+00      0.18141768E+00      0.14045187E+00      0.34073501E-01      0.68923066E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.15439456E-01     -0.50572971E-03      0.18199564E-02     -0.16477870E-02     -0.21234771E-03     -0.39842335E-02     -0.10909314E-01     -0.48532177E-01      0.00000000E+00      0.44704058E-01      0.57847102E-02     -0.21818628E-01      0.67027915E-02
      1830      0.15158463E+00     -0.21305781E-01      0.20781250E-01      0.15210916E+00      0.18248275E+00      0.18248275E+00      0.18248275E+00      0.14082828E+00      0.34618980E-01      0.70354912E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.16989952E-01     -0.60687565E-03      0.21839476E-02     -0.18279820E-02     -0.21928988E-03     -0.55805683E-02     -0.10939184E-01     -0.49688675E-01      0.00000000E+00      0.45465811E-01      0.58773860E-02     -0.21878368E-01      0.68402075E-02
      1831     -0.24271242E+00     -0.39755578E+00      0.36750000E-02      0.15116837E+00      0.18288871E+00      0.18288871E+00      0.18288871E+00      0.14054596E+00      0.35160992E-01      0.71817663E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.18270586E-01     -0.69116394E-03      0.24872737E-02     -0.19822430E-02     -0.22585667E-03     -0.68915624E-02     -0.10967033E-01     -0.50670297E-01      0.00000000E+00      0.46229354E-01      0.59694751E-02     -0.21934067E-01      0.69557706E-02
      1832     -0.35068953E+00     -0.48505578E+00     -0.16638125E-01      0.15100437E+00      0.18159829E+00      0.18159829E+00      0.18159829E+00      0.13856920E+00      0.35697793E-01      0.73312986E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.17976709E-01     -0.67430628E-03      0.24266085E-02     -0.19742273E-02     -0.22954867E-03     -0.65322651E-02     -0.10992971E-01     -0.50632490E-01      0.00000000E+00      0.46994126E-01      0.60606807E-02     -0.21985941E-01      0.69464144E-02
      1833     -0.61975791E-01     -0.18318078E+00     -0.27890625E-01      0.14909562E+00      0.17936521E+00      0.17936521E+00      0.17936521E+00      0.13565010E+00      0.36230918E-01      0.74841899E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.18198658E-01     -0.69116394E-03      0.24872737E-02     -0.20216660E-02     -0.23436270E-03     -0.67216345E-02     -0.11017105E-01     -0.50926009E-01      0.00000000E+00      0.47760817E-01      0.61512638E-02     -0.22034210E-01      0.69772024E-02
      1834     -0.21529972E+00     -0.34505578E+00     -0.17539375E-01      0.14729543E+00      0.17722737E+00      0.17722737E+00      0.17722737E+00      0.13282363E+00      0.36763305E-01      0.76404359E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.18417660E-01     -0.70802160E-03      0.25479389E-02     -0.20695341E-02     -0.23928716E-03     -0.69092105E-02     -0.11039545E-01     -0.51214501E-01      0.00000000E+00      0.48530648E-01      0.62417238E-02     -0.22079090E-01      0.70069442E-02
      1835     -0.81911312E+00     -0.98818078E+00      0.23550625E-01      0.14551703E+00      0.17509356E+00      0.17509356E+00      0.17509356E+00      0.12999566E+00      0.37297888E-01      0.78000136E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.18630705E-01     -0.72487926E-03      0.26086041E-02     -0.21183396E-02     -0.24434095E-03     -0.70913490E-02     -0.11060401E-01     -0.51498121E-01      0.00000000E+00      0.49304840E-01      0.63325586E-02     -0.22120801E-01      0.70357004E-02
      1836     -0.73506426E+00     -0.94880578E+00      0.71575000E-01      0.14216652E+00      0.17296679E+00      0.17296679E+00      0.17296679E+00      0.12716620E+00      0.37837589E-01      0.79630057E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.19847844E-01     -0.80916754E-03      0.29119302E-02     -0.22826506E-02     -0.25169195E-03     -0.83364840E-02     -0.11079780E-01     -0.52447777E-01      0.00000000E+00      0.50084612E-01      0.64242653E-02     -0.22159561E-01      0.71460328E-02
      1837     -0.12480708E+00     -0.34943078E+00      0.85373750E-01      0.13924995E+00      0.17085017E+00      0.17085017E+00      0.17085017E+00      0.12433524E+00      0.38385326E-01      0.81296010E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.20802547E-01     -0.87659817E-03      0.31545910E-02     -0.24199452E-02     -0.25866101E-03     -0.93041401E-02     -0.11097793E-01     -0.53225479E-01      0.00000000E+00      0.50871181E-01      0.65173397E-02     -0.22195586E-01      0.72348751E-02
      1838      0.24917938E+00      0.44319219E-01      0.66346875E-01      0.13851328E+00      0.16969117E+00      0.16969117E+00      0.16969117E+00      0.12244727E+00      0.38944009E-01      0.82998959E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.20991339E-01     -0.89345583E-03      0.32152562E-02     -0.24727180E-02     -0.26416467E-03     -0.94617088E-02     -0.11114548E-01     -0.53496527E-01      0.00000000E+00      0.51665760E-01      0.66122762E-02     -0.22229097E-01      0.72610369E-02
      1839      0.36350119E+00      0.17994422E+00      0.44721250E-01      0.13883572E+00      0.16996554E+00      0.16996554E+00      0.16996554E+00      0.12197515E+00      0.39516539E-01      0.84738500E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.21424280E-01     -0.92717114E-03      0.33365867E-02     -0.25555351E-02     -0.27037139E-03     -0.98776342E-02     -0.11130155E-01     -0.53931440E-01      0.00000000E+00      0.52469563E-01      0.67095680E-02     -0.22260310E-01      0.73070803E-02
      1840      0.34350490E+00      0.17994422E+00      0.24272500E-01      0.13928818E+00      0.17073472E+00      0.17073472E+00      0.17073472E+00      0.12197515E+00      0.40107512E-01      0.86520599E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.22094785E-01     -0.97774411E-03      0.35185823E-02     -0.26694823E-02     -0.27732007E-03     -0.10544099E-01     -0.11144721E-01     -0.54529817E-01      0.00000000E+00      0.53284443E-01      0.68099964E-02     -0.22289443E-01      0.73730657E-02
      1841      0.31934023E+00      0.17556922E+00      0.34868750E-02      0.14028413E+00      0.17201635E+00      0.17201635E+00      0.17201635E+00      0.12244727E+00      0.40723197E-01      0.88458879E-02      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.00000000E+00     -0.22756042E-01     -0.10283171E-02      0.37005779E-02     -0.27850188E-02     -0.28444779E-03     -0.11200479E-01     -0.11158357E-01     -0.55125402E-01      0.00000000E+00      0.54112884E-01      0.69146269E-02     -0.22316715E-01      0.74384281E-02
